site,block,id.plot,species,seedlings_survival,transmitted_light,ground_vegetation_treatment,dds,year
VH,5,VH5V,Quercus.petraea,1,99.045,V,1012.760009,2009
VH,5,VH5V,Pinus.uncinata,0,99.045,V,1012.760009,2009
VH,5,VH5V,Pinus.uncinata,1,99.045,V,1012.760009,2009
VH,5,VH5V,Abies.alba,0,99.045,V,1012.760009,2009
VH,5,VH5V,Pinus.uncinata,0,99.045,V,1012.760009,2009
VH,5,VH5V,Quercus.petraea,0,99.045,V,1012.760009,2009
VH,5,VH5V,Abies.alba,1,99.045,V,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Larix.decidua,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Larix.decidua,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Abies.alba,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Larix.decidua,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Larix.decidua,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Abies.alba,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Larix.decidua,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Fagus.sylvatica,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Larix.decidua,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Abies.alba,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Larix.decidua,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Fagus.sylvatica,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Abies.alba,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Larix.decidua,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Abies.alba,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Larix.decidua,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Abies.alba,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Abies.alba,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Quercus.petraea,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Abies.alba,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Fagus.sylvatica,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Quercus.petraea,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Fagus.sylvatica,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,0,34.095,NV,1012.760009,2009
VH,6,VH6NV,Quercus.petraea,1,34.095,NV,1012.760009,2009
VH,6,VH6NV,Pinus.uncinata,1,34.095,NV,1012.760009,2009
VH,6,VH6V,Abies.alba,0,11.955,V,1012.760009,2009
VH,6,VH6V,Larix.decidua,0,11.955,V,1012.760009,2009
VH,6,VH6V,Fagus.sylvatica,0,11.955,V,1012.760009,2009
VH,6,VH6V,Fagus.sylvatica,0,11.955,V,1012.760009,2009
VH,6,VH6V,Fagus.sylvatica,1,11.955,V,1012.760009,2009
VH,6,VH6V,Pinus.uncinata,0,11.955,V,1012.760009,2009
VH,6,VH6V,Larix.decidua,0,11.955,V,1012.760009,2009
VH,6,VH6V,Abies.alba,1,11.955,V,1012.760009,2009
VH,6,VH6V,Fagus.sylvatica,0,11.955,V,1012.760009,2009
VH,6,VH6V,Fagus.sylvatica,0,11.955,V,1012.760009,2009
VH,6,VH6V,Pinus.uncinata,0,11.955,V,1012.760009,2009
VH,6,VH6V,Abies.alba,1,11.955,V,1012.760009,2009
VH,6,VH6V,Pinus.uncinata,0,11.955,V,1012.760009,2009
VH,6,VH6V,Pinus.uncinata,0,11.955,V,1012.760009,2009
VH,6,VH6V,Fagus.sylvatica,0,11.955,V,1012.760009,2009
VH,6,VH6V,Abies.alba,0,11.955,V,1012.760009,2009
VH,6,VH6V,Pinus.uncinata,0,11.955,V,1012.760009,2009
Vz,1,Vz1NV,Abies.alba,1,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Abies.alba,1,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Larix.decidua,0,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Quercus.petraea,0,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Quercus.petraea,1,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Quercus.petraea,1,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Quercus.petraea,0,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Quercus.petraea,1,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Abies.alba,0,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Abies.alba,1,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Quercus.petraea,0,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Abies.alba,0,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Abies.alba,1,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Quercus.petraea,1,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Abies.alba,1,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Quercus.petraea,0,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Quercus.petraea,0,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Abies.alba,0,10.685,NV,2160.024875,2010
Vz,1,Vz1NV,Abies.alba,0,10.685,NV,2160.024875,2010
Vz,1,Vz1V,Abies.alba,1,11.185,V,2160.024875,2010
Vz,1,Vz1V,Pinus.uncinata,0,11.185,V,2160.024875,2010
Vz,1,Vz1V,Pinus.uncinata,0,11.185,V,2160.024875,2010
Vz,1,Vz1V,Larix.decidua,0,11.185,V,2160.024875,2010
Vz,1,Vz1V,Abies.alba,0,11.185,V,2160.024875,2010
Vz,1,Vz1V,Abies.alba,0,11.185,V,2160.024875,2010
Vz,1,Vz1V,Abies.alba,0,11.185,V,2160.024875,2010
Vz,1,Vz1V,Abies.alba,0,11.185,V,2160.024875,2010
Vz,1,Vz1V,Abies.alba,0,11.185,V,2160.024875,2010
Vz,1,Vz1V,Quercus.petraea,1,11.185,V,2160.024875,2010
Vz,1,Vz1V,Abies.alba,0,11.185,V,2160.024875,2010
Vz,1,Vz1V,Abies.alba,0,11.185,V,2160.024875,2010
Vz,2,Vz2NV,Pinus.uncinata,0,11.635,NV,2160.024875,2010
Vz,2,Vz2NV,Abies.alba,0,11.635,NV,2160.024875,2010
Vz,2,Vz2NV,Fagus.sylvatica,0,11.635,NV,2160.024875,2010
Vz,2,Vz2NV,Abies.alba,0,11.635,NV,2160.024875,2010
Vz,2,Vz2NV,Fagus.sylvatica,0,11.635,NV,2160.024875,2010
Vz,2,Vz2NV,Pinus.uncinata,0,11.635,NV,2160.024875,2010
Vz,2,Vz2NV,Fagus.sylvatica,0,11.635,NV,2160.024875,2010
Vz,2,Vz2NV,Pinus.uncinata,0,11.635,NV,2160.024875,2010
Vz,2,Vz2V,Larix.decidua,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Abies.alba,1,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Abies.alba,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Abies.alba,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Larix.decidua,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Pinus.uncinata,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Larix.decidua,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Abies.alba,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Abies.alba,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Larix.decidua,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Abies.alba,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Abies.alba,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Abies.alba,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Abies.alba,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Abies.alba,1,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Abies.alba,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Abies.alba,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Abies.alba,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Abies.alba,0,13.4625,V,2160.024875,2010
Vz,2,Vz2V,Abies.alba,0,13.4625,V,2160.024875,2010
Vz,3,Vz3NV,Abies.alba,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Pinus.uncinata,0,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Quercus.petraea,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Pinus.uncinata,0,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Larix.decidua,0,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Pinus.uncinata,0,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Pinus.uncinata,0,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Abies.alba,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Abies.alba,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Abies.alba,0,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Pinus.uncinata,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Quercus.petraea,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Abies.alba,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Pinus.uncinata,0,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Pinus.uncinata,0,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Quercus.petraea,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Quercus.petraea,0,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Quercus.petraea,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Pinus.uncinata,0,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Abies.alba,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Pinus.uncinata,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Abies.alba,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Quercus.petraea,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Pinus.uncinata,0,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Quercus.petraea,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Pinus.uncinata,0,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Abies.alba,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Quercus.petraea,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Abies.alba,0,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Pinus.uncinata,0,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Pinus.uncinata,0,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Abies.alba,1,18.645,NV,2160.024875,2010
Vz,3,Vz3NV,Pinus.uncinata,0,18.645,NV,2160.024875,2010
Vz,3,Vz3V,Pinus.uncinata,0,20.175,V,2160.024875,2010
Vz,3,Vz3V,Abies.alba,1,20.175,V,2160.024875,2010
Vz,3,Vz3V,Abies.alba,0,20.175,V,2160.024875,2010
Vz,3,Vz3V,Pinus.uncinata,0,20.175,V,2160.024875,2010
Vz,3,Vz3V,Pinus.uncinata,0,20.175,V,2160.024875,2010
Vz,3,Vz3V,Pinus.uncinata,0,20.175,V,2160.024875,2010
Vz,3,Vz3V,Quercus.petraea,1,20.175,V,2160.024875,2010
Vz,3,Vz3V,Pinus.uncinata,0,20.175,V,2160.024875,2010
Vz,3,Vz3V,Abies.alba,0,20.175,V,2160.024875,2010
Vz,3,Vz3V,Quercus.petraea,1,20.175,V,2160.024875,2010
Vz,3,Vz3V,Pinus.uncinata,0,20.175,V,2160.024875,2010
Vz,3,Vz3V,Abies.alba,0,20.175,V,2160.024875,2010
Vz,3,Vz3V,Fagus.sylvatica,1,20.175,V,2160.024875,2010
Vz,3,Vz3V,Quercus.petraea,1,20.175,V,2160.024875,2010
Vz,4,Vz4NV,Pinus.uncinata,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Larix.decidua,0,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Quercus.petraea,0,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Pinus.uncinata,0,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Abies.alba,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Abies.alba,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Quercus.petraea,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Abies.alba,0,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Quercus.petraea,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Pinus.uncinata,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Fagus.sylvatica,0,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Pinus.uncinata,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Abies.alba,0,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Pinus.uncinata,0,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Abies.alba,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Pinus.uncinata,0,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Abies.alba,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Pinus.uncinata,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Abies.alba,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Quercus.petraea,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Abies.alba,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Quercus.petraea,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Abies.alba,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Abies.alba,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Quercus.petraea,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Pinus.uncinata,0,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Abies.alba,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Pinus.uncinata,0,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Pinus.uncinata,0,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Abies.alba,1,19.25,NV,2160.024875,2010
Vz,4,Vz4NV,Pinus.uncinata,0,19.25,NV,2160.024875,2010
Vz,4,Vz4V,Abies.alba,1,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Abies.alba,0,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Larix.decidua,0,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Larix.decidua,0,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Abies.alba,0,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Quercus.petraea,0,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Larix.decidua,0,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Pinus.uncinata,0,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Abies.alba,0,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Abies.alba,0,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Fagus.sylvatica,0,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Quercus.petraea,1,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Abies.alba,1,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Abies.alba,0,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Abies.alba,0,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Abies.alba,0,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Quercus.petraea,1,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Pinus.uncinata,0,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Quercus.petraea,1,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Pinus.uncinata,0,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Abies.alba,1,16.4725,V,2160.024875,2010
Vz,4,Vz4V,Quercus.petraea,1,16.4725,V,2160.024875,2010
Vz,5,Vz5NV,Quercus.petraea,1,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Larix.decidua,1,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Larix.decidua,0,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Quercus.petraea,1,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Larix.decidua,1,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Larix.decidua,0,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Pinus.uncinata,1,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Abies.alba,1,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Abies.alba,1,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Larix.decidua,1,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Pinus.uncinata,0,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Larix.decidua,0,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Quercus.petraea,1,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Fagus.sylvatica,0,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Quercus.petraea,1,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Abies.alba,1,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Quercus.petraea,1,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Quercus.petraea,1,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Abies.alba,1,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Fagus.sylvatica,0,20.4575,NV,2160.024875,2010
Vz,5,Vz5NV,Pinus.uncinata,0,20.4575,NV,2160.024875,2010
Vz,5,Vz5V,Quercus.petraea,1,16.02,V,2160.024875,2010
Vz,5,Vz5V,Fagus.sylvatica,0,16.02,V,2160.024875,2010
Vz,5,Vz5V,Abies.alba,0,16.02,V,2160.024875,2010
Vz,5,Vz5V,Fagus.sylvatica,0,16.02,V,2160.024875,2010
Vz,5,Vz5V,Fagus.sylvatica,0,16.02,V,2160.024875,2010
Vz,5,Vz5V,Abies.alba,0,16.02,V,2160.024875,2010
Vz,5,Vz5V,Fagus.sylvatica,0,16.02,V,2160.024875,2010
Vz,5,Vz5V,Quercus.petraea,1,16.02,V,2160.024875,2010
Vz,5,Vz5V,Abies.alba,0,16.02,V,2160.024875,2010
Vz,5,Vz5V,Quercus.petraea,1,16.02,V,2160.024875,2010
Vz,5,Vz5V,Abies.alba,0,16.02,V,2160.024875,2010
Vz,5,Vz5V,Quercus.petraea,1,16.02,V,2160.024875,2010
Vz,5,Vz5V,Quercus.petraea,1,16.02,V,2160.024875,2010
Vz,5,Vz5V,Abies.alba,0,16.02,V,2160.024875,2010
Vz,5,Vz5V,Abies.alba,0,16.02,V,2160.024875,2010
Vz,5,Vz5V,Abies.alba,0,16.02,V,2160.024875,2010
Vz,5,Vz5V,Quercus.petraea,1,16.02,V,2160.024875,2010
Vz,6,Vz6NV,Pinus.uncinata,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Pinus.uncinata,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Quercus.petraea,1,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Pinus.uncinata,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Abies.alba,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Larix.decidua,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Quercus.petraea,1,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Pinus.uncinata,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Larix.decidua,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Abies.alba,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Pinus.uncinata,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Abies.alba,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Abies.alba,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Quercus.petraea,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Abies.alba,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Quercus.petraea,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Pinus.uncinata,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Abies.alba,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Quercus.petraea,1,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Abies.alba,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Pinus.uncinata,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Fagus.sylvatica,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Abies.alba,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Pinus.uncinata,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Quercus.petraea,1,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Abies.alba,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Quercus.petraea,1,12.4725,NV,2160.024875,2010
Vz,6,Vz6NV,Pinus.uncinata,0,12.4725,NV,2160.024875,2010
Vz,6,Vz6V,Larix.decidua,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Abies.alba,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Quercus.petraea,1,11.91,V,2160.024875,2010
Vz,6,Vz6V,Abies.alba,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Pinus.uncinata,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Pinus.uncinata,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Pinus.uncinata,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Abies.alba,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Pinus.uncinata,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Abies.alba,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Pinus.uncinata,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Quercus.petraea,1,11.91,V,2160.024875,2010
Vz,6,Vz6V,Abies.alba,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Abies.alba,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Quercus.petraea,1,11.91,V,2160.024875,2010
Vz,6,Vz6V,Quercus.petraea,1,11.91,V,2160.024875,2010
Vz,6,Vz6V,Pinus.uncinata,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Larix.decidua,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Abies.alba,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Quercus.petraea,1,11.91,V,2160.024875,2010
Vz,6,Vz6V,Larix.decidua,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Pinus.uncinata,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Abies.alba,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Quercus.petraea,1,11.91,V,2160.024875,2010
Vz,6,Vz6V,Pinus.uncinata,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Abies.alba,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Abies.alba,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Pinus.uncinata,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Pinus.uncinata,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Abies.alba,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Abies.alba,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Pinus.uncinata,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Quercus.petraea,1,11.91,V,2160.024875,2010
Vz,6,Vz6V,Abies.alba,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Quercus.petraea,1,11.91,V,2160.024875,2010
Vz,6,Vz6V,Abies.alba,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Quercus.petraea,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Quercus.petraea,1,11.91,V,2160.024875,2010
Vz,6,Vz6V,Abies.alba,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Pinus.uncinata,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Quercus.petraea,1,11.91,V,2160.024875,2010
Vz,6,Vz6V,Pinus.uncinata,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Abies.alba,0,11.91,V,2160.024875,2010
Vz,6,Vz6V,Pinus.uncinata,0,11.91,V,2160.024875,2010
Mo,1,Mo1NV,Abies.alba,0,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Larix.decidua,0,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Quercus.petraea,1,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Larix.decidua,0,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Quercus.petraea,1,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Abies.alba,1,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Larix.decidua,0,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Quercus.petraea,1,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Larix.decidua,0,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Larix.decidua,0,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Abies.alba,1,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Larix.decidua,0,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Larix.decidua,0,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Abies.alba,0,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Abies.alba,1,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Quercus.petraea,1,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Quercus.petraea,1,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Abies.alba,1,5.945,NV,1376.333424,2010
Mo,1,Mo1NV,Abies.alba,1,5.945,NV,1376.333424,2010
Mo,1,Mo1V,Quercus.petraea,1,6.88,V,1376.333424,2010
Mo,1,Mo1V,Pinus.uncinata,0,6.88,V,1376.333424,2010
Mo,1,Mo1V,Larix.decidua,0,6.88,V,1376.333424,2010
Mo,1,Mo1V,Pinus.uncinata,0,6.88,V,1376.333424,2010
Mo,1,Mo1V,Quercus.petraea,1,6.88,V,1376.333424,2010
Mo,1,Mo1V,Pinus.uncinata,0,6.88,V,1376.333424,2010
Mo,1,Mo1V,Abies.alba,1,6.88,V,1376.333424,2010
